,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
10,"- Applies to CDI or CDD employees with a minimum of 6 months tenure, excluding apprentices and contracts in alternance (Article 2.1).
  - Requires a genuine capacity for autonomy, non-essential on-site presence, and tasks that can be performed remotely (Article 2.2).
  - Demands a home office with necessary equipment and conditions for work (Article 2.3).
  - The document does not mention specific criteria like job characteristics or employment type.

- *","- Allows one day per week, fixed and chosen in agreement with the manager (Article 3.1).
  - Excludes Fridays and requires manager discretion for exceptions (Article 3.2).

- *","- Based on voluntary participation and subject to manager approval (Article 4.1).
  - A two-month trial period and formalized agreement are required (Article 4.2).

- *","- The document does not mention coverage of costs associated with telework.

- *",- The document does not mention provisions for the right to disconnect or privacy of the worker.,T01319003358-06780493000096
11,"- Employees with at least one year of tenure and a valid probation period are eligible.
   - The employee's function must be seditary and not require physical presence in the company.
   - The employee must be able to work autonomously and not require significant managerial support.
   - The employee's function should not hinder the team's operation.
   - The document does not mention specific exclusions for handicapped workers, pregnant women, or those breastfeeding.

2. F","- Telework is allowed for a maximum of two days per week, non-reportable from one week to the next.
   - The days of telework are defined by the manager and communicated to the team according to a monthly planning.
   - For part-time employees and apprentices, telework is limited to one day per week.

3. A","- Telework arrangements are established through a written request from the employee to the manager, followed by an entretien to assess the request.
   - The company responds within 30 days, and the employee has 5 days to accept or reject the proposed terms.
   - The company can also propose telework to an employee, who is free to refuse.

4. C","- The company provides an allowance of 1.50 euros per day of telework.
   - The company covers the costs of setting up IT equipment and meal allowances.
   - The document does not mention specific provisions for the right to disconnect or p",".

5. Privacy:
   - The document does not mention specific provisions for the right to disconnect or privacy.
   - The company provides an allowance of 1.50 euros per day of telework.
   - The company covers the costs of setting up IT equipment and meal allowances.
   - The document does not mention specific provisions for the right to disconnect or privacy.",T09222035513-65204354800161
12,"Employees with a permanent or temporary contract (excluding apprentices and interns) who have completed their probationary period, work full-time on a 5-day week, and have an IT-enabled job that allows for remote work are eligible for telework. The employee must have an ordinateur portable professionnel and a portable or IP telephone line provided by the company (Article 3.1).
- *","Eligible employees can telework two days per month, with a maximum of one day per week. Telework days cannot be combined with days off, RTT, public holidays, or other types of leave (Article 2.2).
- *","Employees must submit their telework request to their manager and the HR department at least 10 working days in advance. The manager and HR have three working days to approve or deny the request, with reasons for refusal (Article 4.1 and 4.2).
- *","The company does not cover any costs associated with telework. Employees are responsible for their own internet connection, electricity, and other related expenses (Article 11).
- *","The document does not mention provisions for the right to disconnect or privacy for teleworkers.

Note: The document does not explicitly mention the process for establishing telework arrangements or the coverage of costs associated with telework. Additionally, the document does not address the privacy of teleworkers or their right to disconnect.",T01020000922-59288058700015
13,"(Article 2.1): Full-time employees with at least 6 months tenure and a suitable workstation at home can telework. Part-time employees and apprentices are not eligible.
- *","(Article 2.2): Telework is allowed for up to 2 days per week, with a minimum of one mandatory presence day.
- *","(Article 2.3): Employees must submit a request to their manager, who has discretion to approve or deny it.
- *","(Article 2.4): The company covers IT setup costs and meal allowance for teleworkers.
- *","(Article 2.5): The document does not mention the right to disconnect or worker privacy.

Please note that this summary is based on the provided document, which does not contain specific details on some topics. For more information, consult the original document or contact the relevant authorities.",T09322009479-38873826200038
14,"The telework policy applies to employees with a minimum of one year of tenure, working full-time or part-time with at least 3 days per week on-site, and occupying a role that can be performed remotely. The employee must have a compatible home environment and demonstrate autonomy and proficiency in their role. Apprentices, interns, and temporary workers are not eligible (Article 2.2).
2. F","Telework is allowed for a minimum of 3 days per week, with the remaining days requiring on-site presence. The policy does not specify a maximum number of telework days (Article 4.1).
3. A","Employees must submit a written request to their manager and HR for telework consideration. The manager and HR will review eligibility and respond in writing. If approved, an avenant to the employment contract will be created (Article 3).
4. C","The company provides necessary equipment and covers related costs. Employees are responsible for their internet connection and any additional costs related to telework (Article 5.2).
5. P","The policy does not explicitly address the right to disconnect or privacy. However, it encourages respect for work-life balance and compliance with labor laws and regulations (Article 6.1).

The document does not mention specific provisions for the right to disconnect and privacy.",T59L22015845-45650355600080
15,"- Eligible workers are those with sufficient professional experience in the company and the ability to organize their work, manage their time, and prioritize tasks.
- Excluded categories include alternants, apprentices, interns, employees working less than three days a week, new hires within the first six months, and those on preavis for resignation or dismissal.
- Certain publics in production-related roles may be authorized for up to two days of telework per month.
- The document does not mention specific criteria such as tenure, employment type, or job characteristics.

F","- Telework is allowed for two days per week (one day for part-time employees) and is not cumulative or transferable.
- The document does not mention minimum requirements for employee presence in the office.

A","- Telework arrangements are established through a consent-based process, with agreement between the employee and their manager.
- Refusal of telework access must be objectively justified and shared with the employee and HR.
- The document does not mention the manager's discretion over allowability.

C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

The document does not mention article numbers as it is not a list of policies but rather a preamble and an agreement between the company and employee representatives.",T08922001894-39352599300522
16,"All employees with at least 6 months of tenure, excluding those in production, maintenance, confidential roles, or using specific software, are eligible. The employee's role must allow for regular remote work, and they must have a good performance record.
- F","Telework is allowed for up to 60% of the workweek, or a maximum of 3 days per week. A minimum of 40% of the workweek must be spent on-site.
- A","Employees can request telework, and managers will assess its feasibility based on technical, security, and client service considerations. Reversibility is permanent, with a 7-day notice period.
- C","The company provides an ordinateur portable for telework, and employees must have a 2 Mb/s internet connection. Personal phones and fixed lines can be used for work purposes.
- P","The company respects employees' right to disconnect and should not contact them outside of work hours. Employees are responsible for ensuring a suitable workspace at home.

The document does not mention specific provisions for costs associated with telework or meal allowances.",T06221006220-54175055000025
17,"All employees with at least 6 months of seniority in their position, working at least 80% of a full-time contract, and having the ability to work autonomously are eligible for telework. Excluded are apprentices, professionalization contract holders, and interns. (Article 2.2)
- *","Eligible employees can telework 1 day per week, either fixed or occasional. Fixed telework is for 1 day per week, while occasional telework is for 1 day per week, with a maximum of 1 day per week and no possibility of reporting days. (Article 2.1.1 and 2.1.2)
- *","To establish telework arrangements, employees must submit a written request to their manager and the Human Resources department. The manager and Human Resources will then assess the compatibility of the telework request with the employee's job and the smooth functioning of the service. (Article 3.1)
- *","The company does not cover any costs associated with telework, such as IT setup or meal allowance. (Article 4.2.1)
- *","The company respects the right to disconnect and the privacy of the worker. Employees are expected to manage their time and tasks responsibly, and the company encourages a balance between professional and personal life. (Article 5.1)

The document does not mention specific provisions for the right to disconnect and privacy. However, the company's general principles of well-being and work-life balance are emphasized.",T07221003790-44032701300080
18,"* Eligible workers are those with at least 6 months of tenure, full-time or part-time (80% or 90%) employees, and excluding commercial, technical, and production roles.
* Non-eligible roles include commercials, technicians, warehouse staff, production staff, mobile unit trainers, and those in probation periods or temporary contracts.
* Eligibility is based on the employee's role and tenure, not their performance or personal circumstances.

*","* Telework is allowed up to 3 days per week, depending on the employee's role and the manager's approval.
* The minimum requirement for employee presence in the office is 2 days per week.
* Telework a","are established through a mutual agreement between the employee and manager.

**Arrangements**

* Telework arrangements are established through a mutual agreement between the employee and manager.
* The manager has discretion over the allowability of telework.
* The employee must submit a request for telework, and the manager will consider the request based on the employee's role, performance, and the needs of the company.

*","* The company covers the costs associated with telework, including IT setup and meal allowance.
* The company provides an indemnity for telework, which is a fixed amount paid to the employee for each day of telework.

*","* The company respects the employee's right to disconnect and provides guidelines for the use of technology during telework.
* The company ensures the privacy of the employee's personal and professional information during telework.
* The company provides training and support for employees to manage their privacy during telework.

Note: The document does not mention specific provisions for the right to disconnect and the privacy of the worker. However, the company has a general policy to respect the employee's right to disconnect and ensure their privacy.",T09521004176-70200052201044
19,"- Eligible employees are those with a CDI or CDD contract, working full-time, with at least 6 months tenure in the company and the role, and possessing the necessary autonomy and professional skills for remote work (Article 2.1).
- Excluded from eligibility are those with functions requiring permanent physical presence or significant and regular absences from their usual workplace (Article 2.2).
- The document does not mention specific criteria for job characteristics or manager discretion.

F","- Telework is allowed one day per week, with the exception of Mondays (except for Regional Responsibles) and Wednesdays (Article 6.1.1).
- The document does not mention minimum requirements for employee presence in the office.

A","- Eligible employees submit a written request to their manager one month prior to the desired start date (Article 3.1).
- The manager and HR determine compatibility with eligibility criteria and inform the employee of their decision (Article 3.1).
- The document does not mention specific manager discretion or permission requirements.

C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.
- The document does not mention specific privacy provisions for teleworkers.

Note: The document does not mention specific criteria for the right to disconnect or privacy provisions for teleworkers. Additionally, the document does not explicitly address the coverage of costs associated with telework.",T07520024807-48206578600089
20,"Employees with a minimum of 12 months' tenure in their post, working in Saint-Nazaire, Puteaux, or Marseille branches of MAN Energy Solutions France SAS, in a permanent contract, and not in an apprenticeship or internship. Excludes employees with less than 12 months' tenure, temps partiel with less than 3 days per week presence, and those with incompatible job activities. Document does not mention eligibility for specific job roles or departments.
- *","Telework allowed up to 2 days per month for occasional telework and 1 day per week for regular telework. No telework on Wednesdays or Fridays.
- *","Employees must complete an auto-diagnostic questionnaire and submit a written request to their manager. Managers must consider the impact on the team and the employee's ability to work independently.
- *","The company does not cover costs associated with telework.
- *","The document does not mention provisions for the right to disconnect or privacy.

Note: The document does not mention specifics on the process for establishing telework arrangements or provisions for privacy and the right to disconnect.",T04419005499-56203783800025
21,"* Teletravel is open to all employees who meet the following criteria:
	+ Statutory employees, excluding those in management positions
	+ Cadres at an hourly rate or on a forfait annuel jour, excluding those in management positions
	+ Employees with at least six months of seniority in the company
	+ Employees not in training, apprenticeship, or on internships
	+ Employees not in their probationary period or in extended leave for more than four months
	+ Employees not in a situation of temporary or permanent incapacity
	+ Employees not in a situation of fragility or handicap, unless otherwise specified in the agreement

*","* Teletravel is allowed one day per week, with a maximum of 47 days per year for regular teletravel and 30 days per year for flexible teletravel.

*","* Teletravel arrangements are established through a formal request process and are subject to the approval of the Responsible Service and the Human Resources Department.

*","* The company covers the costs of teletravel, including the provision of necessary equipment and a daily allowance for expenses.

*","* The company respects the right to disconnect and the privacy of employees, and has implemented measures to ensure that teletravel does not interfere with personal life.

Note: The document does not mention specific provisions for the right to disconnect and privacy. However, the company has committed to respecting these rights in the telework policy.",T07521034556-82875142000021
22,"Employees with a CDI or CDD over one year, full-time or part-time at 80% or more, whose probationary period is completed and have an autonomous role that can be partially done remotely are eligible for telework. Excluded are apprentices, interns, and those without adequate home office setup.
2. F","Telework is allowed one to two days per week, non-fluctuating and non-reportable.
3. A","Employees can request telework, which can be accepted or refused by management. Accepted telework is formalized in an avenant to the employment contract.
4. C","The company provides necessary equipment and covers installation costs. Employees are responsible for internet and electricity costs.
5. P","The right to disconnect is recognized, and employees are encouraged to avoid professional communication outside of work hours. The document does not mention specific privacy provisions.
6. The document does not mention specific provisions for situations like medical reasons or handicaps.
7. Droit à la Déconnexion: The document outlines the right to disconnect, with measures to limit professional communication outside of work hours and encourages clear and concise messaging.
8. Dispositions Générales: The agreement is valid for one year and can be renewed or revised. It will be communicated to employees and formally registered with the relevant authorities.",T01320009037-78873338400036
23,"- Eligible workers are those with a CDI or CDD at least equivalent to 80% of a full-time contract, and with at least one year of tenure.
- Excluded are those whose presence is continuously required at the workplace, those with functions requiring specific technical and material constraints, and those in apprenticeship or professionalization contracts.
- Eligibility is subject to the employee's aptitudes, mastery of IT applications, availability of a dedicated workspace, high-speed internet, and an installation that complies with safety regulations.

F","- Eligible employees can telework one day per week for formators and 1-3 days per month for other positions.
- Telework days are full days and cannot be carried over.
- Days must be agreed upon between the employee and their manager, and must be communicated to the entire team.

A","- Telework arrangements are established by mutual agreement between the employer and the employee.
- The employee must submit a written request to their manager and the HR department.
- The employer has one month to respond to the request.
- A trial period of three months is observed to assess the suitability of telework for the employee and the organization.

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific articles for each category. The above points are based on the general content of the document.",T07519007024-34997263800010
24,"Employees with at least six months of tenure on their current post, under a permanent contract, and with a suitable home workspace and reliable internet connection are eligible for telework (Article 3-1). Excluded are alternants, stagees, and temporary contract workers (Article 3-1).
- *","Eligible employees can telework one day per week, except during the 15th of July to 15th of August and 15th to 31st of December (Article 5-1-1).
- *","Employees submit a request to their manager, who has discretion to approve or deny it. A trial period of six months is required for both parties to adapt to the arrangement (Article 4-2).
- *","The company does not cover any costs associated with telework (Article 2).
- *","The company and employee agree to respect the right to disconnect and privacy of the worker. The employee must ensure confidentiality and comply with the company's code of conduct and charter of security informatics (Article 9).

The document does not mention the right to disconnect or privacy provisions explicitly. However, the company's code of conduct and charter of security informatics likely address these topics.",T04520002773-08558048800071
25,"**

- Eligible workers are those with CDI, CDD, Alternants, and Stagiaires contracts, working full-time or reduced hours, with compatible job activities and autonomy.
- Itinerant workers are not covered by the agreement.
- The document does not mention specific tenure or job characteristics.

*","**

- Telework is allowed for up to 40% of the annual working time, equivalent to 84 days for full-time employees.
- The document does not mention specific minimum requirements for office presence.

*","**

- Telework arrangements are established through a voluntary request by the employee and manager's agreement.
- The manager has discretion over allowability and must consider team and organizational constraints.

*","**

- The document does not mention specific coverage of costs associated with telework, such as IT setup or meal allowance.

*","**

- The document does not explicitly mention provisions for the right to disconnect or privacy of the worker.

The document does not mention specific details about the company or its telework policy. It is a general agreement between the company and the CFDT union. The agreement covers various aspects of telework, including eligibility, frequency, arrangements, costs, and privacy. However, the specifics of the policy are not provided in the given text.",T07521035919-52918481400018
26,"Eligible employees include those whose job doesn't require physical presence in a team and can work autonomously. Criteria for eligibility are nature of work, technical accessibility, ability to work regularly from home, service configuration, and 6-month tenure in the company (Article 2.1).
- *","Telework is allowed up to 2 times per week, either as a full or half-day (Article 2.2).
- *","Telework arrangements are established through a written request to the DRH and manager's approval based on eligibility criteria. The manager and DRH validate the request (Article 2.2).
- *","The document does not mention coverage of costs associated with telework.
- *",The right to disconnect is ensured by the requirement for teleworkers to be reachable during work hours and the manager's responsibility to maintain regular contact. The document does not explicitly address privacy provisions (Article 2.4).,T03822010516-06750165000039
27,"- Eligible workers are those in administrative roles without physical customer interaction, cadre hierarchies, and employees with user-facing roles who have contracted hours for preparation and report writing.
   - Employees must be in a CDI or CDD, have at least six months of tenure, work full-time or part-time (at least 50%), and have the necessary technical resources for remote work.
   - Excluded are employees with functions requiring physical presence or handling confidential data.
   - Document does not mention specifics on tenure or employment type.

2. F","- Regular telework is allowed for two days per week for administrative roles and four days per month for cadre hierarchies.
   - Part-time employees can telework if their hours are at least 50%.
   - Document does not mention minimum requirements for employee presence in the office.

3. A","- Telework arrangements are established through a formal agreement between the employee and their manager.
   - The agreement specifies the duration, frequency, days, and hours of telework, as well as the charter informatique and essential principles of the accord.
   - Document does not mention specifics on the process for obtaining permission or manager discretion.

4. C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","- The document does not explicitly address the right to disconnect or the privacy of the worker.
   - Document does not mention specifics on provisions for privacy or the right to disconnect.",T03521007242-84514164700154
28,"Employees with a CDI contract, at least 6 months of tenure, autonomous in their post, occupying a position that can be partially done remotely, and having an ordinateur portable professionnel are eligible for telework (Article 3.1).

2. F","Telework is allowed up to 2 days per week, with a minimum of 2 days per week on-site. The days are fixed and agreed upon between the employee and manager (Article 5.1).

3. A","Employees submit a written request to their manager, who then evaluates the request and responds within a month. Approved requests result in an avenant au contrat de travail (Article 4.1-4.3).

4. C","No specific mention of cost coverage for telework is made in the document.

5. P","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

Note: The document does not mention specific topics such as costs associated with telework, the right to disconnect, or privacy provisions for teleworkers.",T06820004201-42871049500022
29,"Eligible workers are those with a CDI or CDD at 80% minimum, not including temps partiel inférieur à 80% and stagiaires. The employee must have the capacity for autonomy and professional skills, such as time management and IT proficiency (Article 4.1).
- *","Eligible employees can telework one to two days per week, with a maximum of one day for managers, assistants, and part-time workers. The document does not mention specific days or minimum office presence requirements (Article 3).
- *","Telework arrangements are established through a voluntary request by the employee, followed by an agreement between the employee and their manager. The manager is responsible for ensuring the arrangement does not negatively impact the service (Article 2 and Annex 1).
- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance (Article 8).
- *","The document does not explicitly address the right to disconnect or privacy of the worker. However, it does mention that telework should not interfere with the employee's personal life (Article 7).

The document does not mention specific criteria for eligibility beyond employment type and time commitment. It also does not provide details on the process for establishing telework arrangements or coverage of associated costs. The right to disconnect and privacy are not explicitly addressed.",T07521035079-55203724400639
30,"- Permanent employees who have completed their probation period, regardless of employment type or job characteristics, are eligible for telework (Article 4.1.1).
   - Excluded from eligibility are alternants, interns, personnel required for physical presence, those with incompatible roles or missions, and those with unsuitable work locations (Article 4.1.1).
   - A minimum of 3 days per week of on-site presence is required (Article 4.1.3).

2. F","- Telework is allowed for 1 day per week, with the possibility of up to 2 days with manager approval (Article 4.1.3).
   - Days are determined in agreement with the manager and are fixed weekly (Article 4.1.3).

3. A","- Telework arrangements are established through a written request to the manager with a 15-day notice period (Article 4.1.2).
   - The refusal to telework is not grounds for sanction or dismissal (Article 4.1.2).

4. C","- The document does not mention coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific topics such as coverage of costs, right to disconnect, or privacy provisions.",T09218005606-80502074000140
31,"* Eligible workers are those with a full-time or at least 80% part-time contract, who have completed their probationary period and have been in their current role for at least 8 months.
* The employee's role must not require physical presence in the workplace, and they must have the necessary infrastructure at home to facilitate telework.
* The employee must have a high degree of autonomy and the ability to work independently.

*","* Telework is allowed for one day per week, with a fixed day determined by the employee and their manager.
* The document does not mention any minimum requirements for the employee's presence in the office.

*","* Telework arrangements are established through a formal request process, with the employee submitting a written request to their manager and HR.
* The manager and HR assess the employee's eligibility and determine whether telework is feasible based on the employee's role and the needs of the organization.

*","* The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.

*","* The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention certain topics, such as the process for requesting telework or the coverage of costs associated with telework. Additionally, the document does not explicitly mention the manager's discretion over the allowability of telework, but it does mention that telework arrangements are established through a formal request process involving the employee, manager, and HR.",T03321008893-33455653700119
32,"- Eligible workers: Employees with at least 6 months of seniority and 3 months in their function, not in apprenticeship or professionalization contracts, or as interns (Article 3.2).
- Excluded workers: Those with functions requiring physical presence, such as production, laboratory, customer relations, and reception (Article 3.1).
- Specific cases: Special attention for employees with RQTH or pregnant women (Article 3.2).

*","- Telework days: 2 half-days or full days per week, non-consecutive (Article 4.1).
- Days cannot be carried over to another week (Article 4.1).

*","- Voluntary basis, subject to eligibility criteria and manager's agreement (Article 3.4).
- Manager's refusal must be justified (Article 3.4).

*","- No mention of cost coverage in the document (Article 2).

*","- The document does not mention the right to disconnect or privacy protection (Article 6).

Note: The document does not explicitly address all the requested categories. It is essential to consult the original document for more information.",T04922008709-30134179800017
