,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
21,"- **Article 2**: Employees eligible for telework must have at least 3 months of tenure in their current position or an equivalent position. This includes both permanent and temporary employees, such as those on fixed-term contracts and alternates.

### F","- The document does not mention the frequency of telework allowed.

### A","- **Article 2**: Telework arrangements require the approval of the manager. Employees must submit their expenses for telework equipment in a single expense report, which must be approved by the manager before payment.

### C","- **Article 2**: The company provides necessary IT equipment, including a laptop, phone, headset, and carrying case. Additionally, employees can be reimbursed up to €180 for specific telework equipment (e.g., second screen, ergonomic chair) upon submission of receipts. Temporary employees with contracts longer than 3 months can borrow equipment from the company.

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000042525972
22,"(Article 1)
- Applies to all employees on CDI or CDD contracts, without tenure conditions.
- Includes interns and apprentices if their school agreements allow.
- Excludes executive managers (coefficient 880) and home-based workers.

### F","(Articles 3, 4, 5, 6)
- **Regular Telework**: 1 to 4 days per week, based on voluntary agreement.
- **Occasional Telework**: 5 to 50 days per year, subject to manager approval.
- **Exceptional Telework**: For specific individual or collective situations, requires manager and HR approval.
- **Forced Telework**: Imposed during emergencies (e.g., pandemics), up to 4 days per week.

### A","(Articles 3, 4, 5, 6)
- **Regular Telework**: Requires written request and validation by manager and HR.
- **Occasional Telework**: Requires manager approval at least 72 hours in advance.
- **Exceptional Telework**: Requires notification to manager and HR before the workday starts.
- **Forced Telework**: Implemented by company directive during emergencies.

### C","(Article 7)
- Company provides standard IT equipment (e.g., laptop, phone solution).
- Employees can purchase additional ergonomic equipment, reimbursed up to €200 for regular teleworkers (3+ days/week) and €100 for others.
- No provision for printers or consumables.

### P","(Article 8)
- Telework must occur during official working hours (8 AM to 7 PM for non-forfeit employees).
- Management must respect work-life balance and not impose work outside these hours.
- No mention of a specific ""right to disconnect.""

The document does not mention meal allowance.",ACCOTEXT000042525977
23,"(Article 3.4.2)
- **Eligible Workers**: 
  - Employees with permanent or fixed-term contracts, full-time or part-time, who have completed their probation period.
  - Excludes: Store employees, itinerant commercial staff, and those working from home due to medical recommendations.
  - Criteria: Job compatibility, technical feasibility, and maintenance of individual and collective performance.

### F","(Article 3.4.1)
- **Telework Frequency**:
  - Minimum 1 day per week, maximum 2 days per week.
  - Mandatory presence in the office for at least 3 days per week.
  - Telework must be done in full days, not half-days.

### A","(Article 3.4.2.4)
- **Establishing Telework**:
  - Employee-initiated request, subject to manager approval.
  - Manager evaluates based on eligibility criteria and team functionality.
  - Formalized through a signed agreement.
  - Includes a 3-month adaptation period and a 1-month notice period for reversibility.

### C","(Article 3.4.3.1)
- **Cost Coverage**:
  - Company provides a laptop and virtual telephony solution.
  - No additional peripherals unless medically required.
  - Financial participation of up to €10 per month for BBOX internet subscription.

### P","(Article 3.5.1)
- **Right to Disconnect and Privacy**:
  - Employees can disconnect outside of work hours without repercussions.
  - Encouraged to avoid professional communication outside of business hours.
  - Managers should limit out-of-hours contact to urgent cases only.

The document does not mention meal allowance.",ACCOTEXT000042578536
24,"(Article 3)
- Eligible workers:
  - BEL SA employees at RID France sites in Vendôme and Lons.
  - Permanent contract holders.
  - Fixed-term contract holders (6 months+), with at least 3 months of tenure.
  - Full-time or part-time employees (minimum 80% activity rate).
- Exclusions:
  - Laboratory employees and technicians, workshop employees, maintenance staff, receptionists, IT technicians, and maintenance managers.

### F","(Article 5.1.1)
- General full-time employees: 1 day per week.
- Senior employees (55+), pregnant women (from 5th month): 2 days per week.
- Part-time employees (80%-100%): 2 days per month (max 1 day per week).
- Special cases (e.g., disabled employees): Frequency defined with manager and HR.

### A","(Article 4)
- Process:
  - Initial meeting with manager to outline rules.
  - Employees submit a request form to their manager.
  - Manager verifies eligibility and signs the form.
  - First telework day within 15 days of form approval.
  - Existing teleworkers continue under the same conditions unless changes are requested.

### C","(Article 5.1.5)
- Company provides and maintains necessary equipment:
  - Laptop, charger, and mouse.
- No mention of meal allowances or other costs.

### P","(Article 6.1)
- Right to disconnect:
  - Employees must adhere to company work hours and rest periods.
  - Work hours and availability must be specified in the telework form.
- Privacy:
  - Professional equipment is for work use only and must be secured with a password.

The document does not mention additional privacy provisions beyond the right to disconnect and equipment use.",ACCOTEXT000042578568
25,"- **Article Reference**: Not explicitly mentioned in the document.
- **Summary**:
  - All employees of IRH are covered by the telework policy, except those in non-confined overseas departments (DOM).
  - Telework is favored for employees whose tasks can be fully performed remotely and for those who are vulnerable or live with vulnerable individuals.

### F","- **Article Reference**: ""L’articulation entre télétravail et journées en présentiel""
- **Summary**:
  - Telework is encouraged up to 5 days per week for eligible employees.
  - Employees may need to be present on-site for tasks that cannot be performed remotely or for essential activities.

### A","- **Article Reference**: ""Une consultation individuelle""
- **Summary**:
  - Managers will conduct formal interviews with employees to discuss telework acceptability, necessary on-site presence, vulnerability status, and transportation methods.
  - Telework arrangements are decided by mutual agreement between the employee and their direct manager.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not mention coverage of costs associated with telework, such as IT setup or meal allowances.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not mention provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000042578571
26,"- The document does not mention eligibility.

*","- The document does not mention frequency.

*","- The document does not mention arrangements.

*","- The document does not mention costs.

*","- The document does not mention privacy.

The provided document primarily focuses on the extension of the existing telework agreement and the formalities related to its implementation, without detailing specific policies on eligibility, frequency, arrangements, costs, or privacy.",ACCOTEXT000042626860
27,"(Article 2)
- **Eligible Workers**: 
  - Employees with permanent (CDI) or fixed-term (CDD) contracts.
  - Both full-time and part-time employees.
  - Must have a minimum tenure of 6 months, except in exceptional circumstances.
  - Excludes interns and apprentices unless under exceptional circumstances.
- **Job Characteristics**: 
  - Must be technically and organizationally feasible.
  - Must not disrupt the department's functioning.
  - Requires the ability to work autonomously and use IT tools effectively.

### F","(Article 4.1)
- **Full-time Employees**: 
  - Up to 2 days of telework per week.
- **Part-time Employees**: 
  - Up to 1 day of telework per week.
- **Restrictions**: 
  - Telework days cannot be split into half-days.
  - Telework days are non-transferable and non-anticipatable, except in exceptional circumstances.

### A","(Article 3)
- **Request Process**: 
  - Employees must ensure good internet connectivity and submit a formal request via a dedicated email template.
  - Managers verify eligibility with HR and respond within 15 days.
- **Adaptation Period**: 
  - A 3-month trial period with a 15-day notice for termination.
- **Reversibility**: 
  - Either party can terminate telework with a 1-month notice.
- **Formalization**: 
  - An addendum to the employment contract specifying telework details.

### C","(Article 4.4)
- **IT Setup**: 
  - Emmaüs Habitat provides necessary IT equipment based on a phased deployment plan.
- **Other Costs**: 
  - No reimbursement for additional costs related to telework, including personal equipment or utilities.

### P","(Article 11)
- **Right to Disconnect**: 
  - Employees have the right to disconnect outside of working hours, as per the agreement on professional equality and quality of life at work.
- **Privacy**: 
  - Teleworkers' private life must be respected, and they must adhere to the company's IT charter.

The document does not mention meal allowance.",ACCOTEXT000042626875
28,"(Article 2.1)
- **Eligible Workers**: Employees whose job nature allows for autonomous and remote work, such as administrative tasks or training.
- **Criteria**: 
  - Job nature and autonomy level.
  - Service continuity and workspace suitability.
  - Exclusions: Employees in trial periods, with less than 4 months tenure, apprentices, and interns.
  - Priority: Employees with disabilities, pregnant employees, employees aged 55+, and those with health needs (on medical recommendation).

### F","(Article 5.1)
- **Standard**: Up to 2 days per week.
- **Exceptions**: 
  - Up to 3 days per week for specific needs or medical reasons.
  - Maximum of 8 days per month.

### A","(Article 2.2)
- **Process**: 
  - Written request via PrOfile, reviewed by the manager.
  - Manager’s decision within one month, with written reasons for any refusal.
  - Approved requests result in an addendum to the employment contract.

### C","(Article 9)
- **Coverage**: 
  - No home occupation or additional cost indemnities.
  - Company provides necessary IT equipment (e.g., laptop, ergonomic accessories).

### P","(Article 10.2)
- **Right to Disconnect**: 
  - Respect for work-life balance and disconnection outside defined hours.
  - Adherence to the company’s IT and communication usage policies.
- **Privacy**: 
  - Protection of personal data and confidentiality of work-related information.

The document does not mention meal allowance.",ACCOTEXT000042626881
29,"(Article 2.1)
- **Eligible Workers**: Administrative employees with a permanent contract (CDI), autonomous in their work and use of digital tools, and whose activities are compatible with telework.
- **Criteria**: Must have at least 4 months of tenure.
- **Exclusions**: Itinerant administrative staff and commercial employees, except those temporarily in an eligible administrative role.

### F","(Article 3.1)
- **Telework Days**: Up to 2 days per week, including either Tuesday or Thursday if teleworking 2 days.
- **Additional**: Up to 2 half-days per month.
- **Non-Transferable**: Telework days cannot be carried over to the next week.

### A","(Article 2.2)
- **Process**: Employees must request telework via the Pléiades tool on the intranet.
- **Approval**: Manager's response within one month; written justification required for refusals.
- **Duration**: Approved telework arrangements last one year and are tacitly renewable.

### C","(Article 6)
- **Coverage**: Monthly allowance of €20 for professional expenses related to telework.
- **Equipment**: Company provides necessary IT equipment, including laptops and headsets. Option to purchase ergonomic chairs with 80% cost covered by the company.

### P","(Article 3.7)
- **Right to Disconnect**: Employees are not required to respond to work communications outside of regular working hours, weekends, or during leave.
- **Privacy**: Employees must ensure confidentiality of work-related information and comply with data protection regulations.

The document does not mention meal allowance.",ACCOTEXT000042762247
30,"- **Article 3**: Telework is available to employees under certain conditions:
  - Must have the agreement of their operational manager.
  - Can be requested during exceptional circumstances (e.g., weather conditions, public transport disruptions, personal circumstances).

### F","- **Article 3**: 
  - Telework can be requested occasionally for a limited duration based on exceptional circumstances.
  - No specific number of days per week is mentioned for regular telework.

### A","- **Article 3**: 
  - Employees must email their request to their Operational Manager (ROP) before starting telework.
  - The request should specify the days and location of telework.
  - The ROP must approve the request.

### C","- **Article 4**: 
  - Employees can be reimbursed up to 10 euros per month for telework-related expenses (e.g., internet, electricity) upon providing receipts.
  - For regular telework, employees can request reimbursement for office furniture up to 50% of the actual cost, capped at 150 euros, renewable every 5 years.

### P","- The document does not mention privacy.

**Note**: The summaries are based on the provided articles and sections of the document.",ACCOTEXT000042762284
