,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
10,"- Eligible workers are those with a CDI or CDD of at least 6 months, working at least 50% time, with at least 6 months tenure and 6 months on the post. They must have sufficient autonomy and a suitable workspace at home or in a coworking space. (Article 1)

*","- Telework is allowed up to 2 days per week for regular telework and up to 10 days per year for occasional telework. (Article 2 and 3)

*","- Telework arrangements are established through a written agreement between the employer and the employee. The employee must submit a written request and the employer must respond within one month. (Article 2)

*","- The employer provides the necessary equipment and covers the costs of internet and phone services. The employee is responsible for the cost of setting up their workspace. (Article 5)

*","- The right to disconnect is recognized and the employer is committed to respecting the employee's privacy. (Article 7)

Note: The document does not mention specific provisions for the right to disconnect and privacy.",T01421004597-30583781700355
11,"Workers eligible for telework include those with a minimum of 1 year of experience in their role, who can work autonomously and have the capacity to organize their tasks efficiently. The nature of the activity and the size of the team are also considered. The document does not mention any other specific criteria such as tenure, employment type, or job characteristics.
- F","Telework is allowed for a minimum of 3 days per week for full-time employees. The number of days per week or per month can be modified by mutual agreement with a one-week notice period.
- A","Telework arrangements are established through a formal written request and response process. The document does not provide specific details about the manager's discretion or permission requirements.
- C","The document does not mention any specific provisions for the coverage of costs associated with telework, such as IT setup or meal allowance.
- P","The document does not explicitly mention provisions for the right to disconnect or the privacy of the worker. However, it does emphasize the importance of respecting the salarié's private life and not contacting them outside of agreed-upon work hours.",T07918000317-35021846700032
12,"All CDI and CDD employees, excluding apprentices and interns, who have completed their probationary period are eligible for telework (Article 3).
- *","Telework is allowed one day per week, with the possibility of occasional telework during specific circumstances (Article 5 and 6).
- *","Employees can request telework via a written and motivated request, and the employer can accept or refuse based on the employee's eligibility and the company's needs (Article 4).
- *","The company provides and maintains necessary equipment for telework, and employees are responsible for their use and maintenance (Article 7).
- *","The document does not explicitly mention the right to disconnect or privacy provisions. However, it emphasizes the importance of work-life balance and the need to respect legal and contractual working hours (Article 7).

The document does not mention specific provisions for the right to disconnect or privacy of the worker. However, it emphasizes the importance of work-life balance and the need to respect legal and contractual working hours.",T01321010641-73202524200858
13,"- Eligible workers are those with at least two months of tenure at Orange Bank, excluding trainees. All activities of the bank are eligible for telework, with the exception of those that cannot be performed remotely due to their nature or the tools required.
- The employee's autonomy, ability to work independently, and mastery of telework tools are essential for eligibility.
- A stable internet connection is required at the employee's chosen telework location.
- The manager's approval is necessary for telework eligibility.

F","- Telework is allowed for a maximum of three days per week, with a minimum of two days on-site.
- The telework arrangement is fixed or modulable, with a maximum of three days per week.
- Days cannot be accumulated or carried over to the following week.

A","- Telework arrangements are established through a double-voluntary process, with the employee initiating the request and the manager granting approval.
- The manager has discretion in approving telework arrangements based on the employee's autonomy, the nature of their work, and the bank's needs.

C","- The document does not mention coverage of costs associated with telework.

P","- The right to disconnect and the privacy of the worker are respected in telework arrangements.
- The employee's home is considered a private space, and the employer does not have the right to access it without permission.
- The document does not provide specific details on the right to disconnect.

Note: The document does not mention specific articles or sections for each category. The information provided is based on the given text.",T09322010603-57204380000067
14,"All employees of the Association Diocésaine de Lyon are eligible for telework (Article 1).
- *","The minimum telework percentage varies by role, ranging from 0% to 40%. The maximum presence on-site ranges from 60% to 100% (Article 1).
- *","Telework arrangements are established through discussions between the employer and employees. The employer and employees have agreed on a minimum telework percentage for each role (Article 1).
- *","The document does not mention coverage of costs associated with telework.
- *","The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention telework eligibility criteria such as tenure, employment type, or job characteristics. It also does not address the process for establishing telework arrangements or the coverage of costs and privacy provisions.",T06921016697-31340109300155
15,"(Article 2-2): Telework is open to all employees on a voluntary basis, considering job characteristics and company needs. No specific criteria are mentioned in the document.
- *","(Article 2-2): Telework can be regular or occasional, but the document does not specify the number of days per week or month.
- *","(Article 2-2): The document does not provide specifics on how telework arrangements are established, but it does mention the need for a voluntary agreement between the employee and the company.
- *","(Article 2-2): The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.
- *","(Article 2-2): The document emphasizes the importance of respecting the right to disconnect and the privacy of the worker during telework hours.

Please note that the document is a method agreement for negotiating telework and does not contain specific telework policy details. The actual policy may vary.",T06919007812-42118841800030
16,"- Telework eligibility is open to all employees, except those with job functions that require physical presence or specific supervision (Article 2.1).
- Eligibility is determined by job characteristics and the possibility of autonomous work (Article 2.1).
- The document does not mention specific criteria such as tenure or employment type.

F","- Telework is allowed for a maximum of 2 days per week, with a minimum of 3 days in the office (Article 2.2).
- The company reserves the right to modify the frequency based on operational needs (Article 2.2).

A","- Telework arrangements are established through a formal request and approval process (Article 2.3).
- The manager has discretion over the allowability of telework, and the company can deny requests based on operational needs (Article 2.3).

C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific details about the right to disconnect or privacy provisions for teleworkers. It is essential to address these concerns to ensure a healthy work-life balance and protect employee privacy.",T01322014993-51935139900018
17,"Eligible workers are those whose job lends itself to remote work, with client constraints permitting, and who demonstrate good organizational skills. This includes both full-time and part-time employees, excluding those with daily client contact (e.g., reception, sales). The employee's absence from the office should not disrupt the team. Eligibility is based on the employee's role, autonomy, and organizational skills (Article 1).

- *","Telework can be regular (10 or 20 days per year), occasional (4 days per year), or event-based (e.g., due to weather or transportation issues). Regular telework days are scheduled in advance and non-transferable. Occasional and event-based telework days are requested via email (Article 1).

- *","Telework arrangements are established through a mutual agreement between the employee and manager, based on the employee's autonomy and organizational skills. The employee must have demonstrated these skills through regular RTT and vacation planning. The manager has the final say in approving or denying telework requests (Article 2).

- *","The document does not mention any specific provisions for covering costs associated with telework, such as IT setup or meal allowances.

- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it emphasizes the importance of maintaining a balance between work and personal life, and the need for respecting the employee's privacy during telework hours.

Please note that this summary is within the 300-token limit and may not cover all aspects of the document. If specific information is required, please refer to the original document.",T05318000597-78624944100183
18,"- Eligible workers are those who can perform their duties autonomously and have a job compatible with telework.
- Excluded are workers whose roles require physical presence in the workplace or whose home environment is incompatible with telework.
- Women enceinte and handicapped workers have facilitated access to telework.
- Telework is not mandatory and is subject to the employee's request.

F","- Telework is allowed for a maximum of 2 days per week.
- A third day may be granted under certain conditions.
- Days are fixed and cannot be accumulated or reported.
- A minimum of 2 days per week in the office is required.

A","- Telework is established through a formal request and an agreement between the employee and the manager.
- The manager has discretion in approving telework arrangements.
- A 3-month adaptation period is provided for both parties to assess the suitability of telework.

C","- The document does not mention coverage of costs associated with telework.

P","- The right to disconnect is recognized and respected.
- Planned days of telework are fixed and do not change unless there is a mutual agreement or exceptional circumstances.
- The document does not mention specific provisions for the privacy of the worker.

Note: The response is within the 300-token limit.",T09222036196-48276918900044
19,"- Employees with at least one year of tenure and six months in a new role are eligible.
   - The employee's presence on-site must be at least four days per week.
   - Telework is taken as a full day, not partial.
   - Only seditary roles with occasional or no travel are eligible.
   - The employee must have sufficient autonomy and use IT for their work.
   - The employee's home must be suitable for telework.
   - The number of teleworkers may be limited based on service size and needs.
   - People with disabilities and women on maternity leave are prioritized.

2. F","- Telework is allowed one day per week, excluding Tuesdays.
   - Changes to the telework day can be made for exceptional circumstances.

3. A","- Employees must submit a written request to their manager and HR.
   - A response is given within 15 days, with a three-month adaptation period.
   - The decision is based on eligibility, feasibility, organizational impact, and validation.

4. C","- The document does not mention specific coverage for telework costs.

5. P","- The document does not explicitly mention the right to disconnect or privacy provisions.

Note: The document does not explicitly address all categories, and some topics are not mentioned.",T07721005604-90635022800092
20,"**

- Eligible workers are those with a CDI, CDD, Alternants, or Stagiaires contract, working full-time or part-time, or forfait jours réduit.
- The employee must have the capacity to telework regularly, as determined by the manager.
- Certain activities are incompatible with telework, such as numérisation-archivage, courrier, and logistique.

*","**

- Telework is allowed up to 40% of the annual working time, equivalent to 82 days for full-time employees.
- The quota is prorated for part-time and forfait jours réduit employees.
- The quota is not cumulative from one year to the next.

*","**

- Telework arrangements are established through a voluntary request by the employee and an agreement from the manager.
- The manager assesses the employee's eligibility based on their ability to perform their duties remotely.
- The manager has discretion over the allowability of telework.

*","**

- The company covers the costs of setting up and maintaining telework equipment.
- A 2.50€ per day indemnity compensates for telework-related expenses.

*","**

- The document does not explicitly mention the right to disconnect or privacy provisions.
- The telework policy is designed to maintain the link with the company and prevent isolation.
- The document does not mention the privacy of the worker.",T07521035708-45175156400050
21,"- Employees with at least six months of seniority and a full-time or 80%+ part-time contract are eligible.
   - Job functions must allow for autonomous work and not require physical presence or paper transport.
   - Employees must have a dedicated workspace at home and access to necessary IT equipment.
   - The document does not mention tenure or employment type.

2. F","- Regular telework: one day per week or four days per month.
   - Occasional telework: two days per month.
   - Exceptional circumstances: up to three days per month.

3. A","- Employees must submit written requests for telework to their manager.
   - Approval is based on job function, seniority, and availability of telework days within the service.
   - A three-month adaptation period is provided for new teleworkers.

4. C","- The company provides necessary IT equipment and covers related costs.
   - Employees are responsible for their home internet and electricity costs.
   - The document does not mention meal allowance.

5. P","- The right to disconnect is recognized and respected.
   - The document does not explicitly mention privacy provisions.
   - The document emphasizes the importance of maintaining work-life balance and avoiding excessive workloads.",T09320005983-27930002400015
22,"- Eligible workers are those employed in the ASPP's headquarters, with a permanent or fixed-term contract, and have completed their probationary period.
- Excluded are cadre dirigeants, apprentices, and professional training contract holders.
- Part-time employees with a minimum of 80% of full-time hours are eligible.

F","- Regular telework is allowed for a minimum of one day per week and a maximum of two days per week, with at least three days of in-office presence.
- Alternatively, regular telework can be for a minimum of one day per month and a maximum of four days per month, with at least three days of in-office presence.

A","- Telework arrangements are established through a written agreement between the employee and the ASPP, subject to the approval of the employee's manager and the HR department.
- The agreement outlines the number of telework days, working hours, and the duration of the agreement.

C","- The ASPP provides the necessary equipment for telework, such as laptops.
- An allowance of 2 euros per day is provided to cover telework-related expenses.
- The ASPP does not cover meal allowances during telework days.

P","- The ASPP respects the right to disconnect and the privacy of the worker.
- The document does not explicitly mention the right to disconnect or privacy provisions.",T07521037447-32385721900097
23,"- Eligible workers: All employees with a permanent contract or fixed-term contract of at least 6 months, working at least 60% of the standard workweek, and with at least 3 months of seniority in the company or in the post.
- Excluded: Employees on probationary periods, apprentices, interns, and employees with a work-study contract.
- The document does not mention any specific criteria related to job characteristics.

*","- Rythme principal: 2.5 days of telework per week, with 2 days of regular telework and 6-12 days of flexible telework per semester.
- Rythme 2: 2 days of telework per week, with 1 day of regular telework and 24 days of flexible telework per semester.
- Rythme 3: 1.5 days of telework per week, with 1 day of regular telework and 6-12 days of flexible telework per semester.

*","- Telework arrangements are established through a double voluntary and reversible process.
- The manager has discretion over the allowability of telework and is responsible for organizing the telework of their team to ensure continuity of activity and cohesion.
- The choice of days for regular telework is made by the manager after consultation with the team.

*","- The document does not mention any coverage of costs associated with telework.

*","- The right to disconnect is recognized and respected.
- The document does not mention any specific provisions for the privacy of the worker.

Note: The document does not mention specific criteria for eligibility, such as tenure, employment type, or job characteristics. It also does not mention any coverage of costs associated with telework or specific provisions for the privacy of the worker. The document does not mention the process for obtaining permission for telework arrangements.",T09321007866-43391024700025
24,"- Employees with a minimum of 6 months tenure in their post
- Capable of working autonomously
- Residing in a location with high-speed internet access
- Possessing adequate workspace at home
- Holding a valid multirisk home insurance covering telework activities

2. F","- Limited to one day per week, outside of school vacation periods
- Not transferable or cumulative with other days off

3. A","- Discussed during annual or professional entretiens
- Written request and response required for exceptions
- 15-day response time for exceptions

4. C","- Document does not mention specific coverage for telework costs

5. P","- Teleworkers maintain the same rights as on-site employees
- Right to disconnect outside of regular work hours
- Teleworkers not expected to work beyond their regular hours

Note: The document does not mention specific provisions for the right to disconnect or privacy during telework.",T06222006696-70193003400023
25,"Workers eligible for telework include those with a permanent contract, autonomy to perform their tasks remotely, an ordinateur portable and téléphone portable, a full-time or part-time contract with at least 80% activity, 8 months of tenure, and a home suitable for telework (Article 2).
- *","Telework is flexible, with a maximum of 18 days per year, not exceeding 4 days per week. Days cannot be carried over to the next year (Article 3-3).
- *","Telework is established by the employee's request to their manager, who has discretion to approve or deny it. Reasons for refusal include non-compliance with eligibility criteria, technical or functional impossibility, or organizational issues (Article 3-1).
- *","The company does not cover costs associated with telework, except for specific cases of force majeure or pollution episodes (Article 3-2).
- *","The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.",T05721004854-49315231800017
26,"Workers eligible for telework include those with a full-time or at least 80% part-time contract, a permanent contract, an annual multi-risk home insurance, one year of seniority, and necessary tools for telework. Excluded are those requiring physical presence, assistance at meetings, or specific on-site equipment (Article 2.1, 2.2).
- *","Telework is allowed for 2 non-consecutive days per week, not cumulative or reportable. The teleworker must be reachable during specific plage horaires (Article 3).
- *","Telework arrangements are established through a written request to the superior with a one-month response period. The refusal must be justified (Article 5.1).
- *","The document does not mention coverage of costs associated with telework.
- *","The right to disconnect is recognized, with specific plage horaires for contact. The document does not explicitly mention privacy provisions (Article 4).

Note: The document does not mention specific provisions for the right to disconnect and privacy beyond the right to disconnect during plage horaires.",T04421011799-80848673200023
27,"Eligible workers are those with at least one year of tenure and six months in their current post. They must have the necessary autonomy and professional skills to perform their duties remotely. The function of Responsible of Team can be eligible for telework, but limited to one day per week (Article 2.1).
- *","Telework is allowed up to two days per week, with days chosen in consultation between the employee and their manager. A specific day is designated for each employee to be present on site (Article 4).
- *","Telework arrangements are established through a voluntary request from the employee, followed by an evaluation of their eligibility by the manager and the HR department. The decision is communicated within two months (Article 5).
- *","The company provides the necessary IT equipment. If the employee uses their personal internet connection, the company reimburses up to 20 euros per month. The employee is responsible for the maintenance of their personal equipment (Article 6.2).
- *","The right to disconnect is recognized, with specific hours during which the employee can be contacted. The employee must not check professional emails or messages outside of their working hours (Article 17). The document does not mention specific provisions for the privacy of the worker.",T05121003701-41109587000043
28,"- Eligible workers are those with a CDI or CDD of more than 12 months, whose probation period is over, and who have the necessary autonomy and professional skills to perform their duties remotely (Article 2).

F","- Telework is allowed on a weekly or monthly basis, with a maximum of 2 days per week or 8 days per month (Article 3).

A","- Telework arrangements are established through a formal request process, with the employee's manager and HR representative. The decision is made based on the employee's role, the needs of the service, and the employee's ability to work autonomously (Article 5).

C","- The document does not mention any specific provisions for the coverage of costs associated with telework.

P","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. However, it emphasizes the importance of maintaining a balance between personal and professional life (Article 2).

Confidentiality, protection of data and archiving:
- Teleworkers are required to respect the same standards of confidentiality and data protection as on-site employees (Article 9).

Santé et Sécurité:
- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. However, it emphasizes the importance of maintaining a balance between personal and professional life (Article 2).

Couverture sociale:
- Teleworkers are covered by the same social benefits as on-site employees (Article 9).

The document does not mention the right to disconnect or specific privacy provisions for teleworkers. However, it emphasizes the importance of maintaining a balance between personal and professional life and ensuring the same social benefits for teleworkers as on-site employees.",T07520018148-33728022600115
29,"- Eligible workers are those with a CDI or CDD contract, with at least 3 months of tenure in the company, and a job that is at least partially digitally based.
- The document does not mention specific exclusions, but it is mentioned that certain roles, such as sales representatives and production workers, are not eligible.

F","- Telework is allowed up to 10 days per month for full-time employees, and is calculated pro-rata for part-time employees.
- The document does not mention minimum requirements for employee presence in the office.

A","- Telework arrangements are established through an explicit agreement between the employee and the company.
- The employee must submit a written request to their manager and the HR department one month before the desired start date.
- The agreement is for one year and is renewable annually.

C","- The company provides a PC laptop and an optional screen and headset for teleworkers.
- The company pays an indemnity of 2€ per day of telework, up to a maximum of 20€ per month.

P","- The company reaffirms the right to disconnect for all employees and the importance of maintaining a balance between professional and personal life.
- The document does not mention specific provisions for teleworker privacy.

Note: The document does not mention specific provisions for the right to disconnect for teleworkers.",T09221029534-85580248400466
30,"All employees with a permanent or fixed-term contract, working at least 80% of full time, and whose job tasks are compatible with telework are eligible. Excluded are apprentices, interns, and those with jobs requiring physical presence or specific equipment. The employee must have an adequate workspace and internet connection at home (Article 2-1).
2. F","Telework is allowed up to three days per week, with at least two days of in-office work required. The day(s) of telework are generally fixed but can be adjusted based on operational needs (Article 2-2).
3. A","Employees submit a written request to their manager and HR, who will respond within a month. The response includes the address, work schedule, availability, and duration of the trial period. The employee must return to the office after the trial period if telework is not extended (Article 2-4).
4. C","The company provides necessary equipment and covers installation and maintenance costs. The employee is responsible for internet and electricity costs. The company does not cover meal allowances or other indirect costs (Article 4).
5. P","The company and employee agree on work hours and availability. The employee is expected to be reachable during work hours and to respect the right to disconnect outside of work hours. The employee is responsible for maintaining a safe and ergonomic workspace (Article 3-3).

The document does not mention specific provisions for the right to disconnect or privacy beyond the general expectations outlined in Article 3-3.",T05322002989-39354238600023
31,"All employees at Bourbon Management are eligible for telework, with a minimum tenure of one month (Article 3).
- *","Telework is allowed for two days per week, with an additional day for employees with disabilities or women in the third trimester of pregnancy (Article 4).
- *","Telework arrangements are established through mutual agreement between the employee and manager, and cannot be imposed (Article 1).
- *","The document does not mention coverage of costs associated with telework.
- *","The document emphasizes the voluntary nature of telework and the right to disconnect, but does not explicitly mention privacy provisions (Article 1).

Confidence: 85%",T01321012544-40467091100019
32,"- Eligible workers are those in a permanent contract with a minimum of 6 months seniority, working full-time or with a minimum of 80% activity.
- Excluded are employees with nomadic functions, those in outre-mer, and those with specific job characteristics.
- The document does not mention specific criteria for tenure or employment type.

*","- Telework is allowed for 1 day per week, with a minimum of 4 days in the office for full-time and 3 days for part-time.
- The day of telework is defined in consultation with the manager.

*","- Telework arrangements are established through a voluntary request by the employee and a validation process involving the manager and HR.
- The manager has discretion over the allowability of telework.

*","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*",- The document does not mention provisions for the right to disconnect or the privacy of the worker.,T07519016347-40524449200048
33,"Eligible workers are those with a minimum of three months tenure, demonstrating autonomy and mastery in their roles, performing tasks that can be done remotely, and having a high-speed internet connection at home. Excluded are those in training, with less than three months tenure, or with activities requiring physical presence. The document does not mention specifics on employment type or job characteristics.
- *","Telework is allowed up to two days per week for full-time employees, with a maximum of 90 days per year. Days cannot be carried over from one year to the next and are not prorated for part-time employees.
- *","Telework arrangements are established through a two-step process. First, the employee submits a request to their manager, who has one month to respond. If approved, the employee and manager agree on specific days and update the GTA accordingly.
- *","The company provides an ordinateur portable and secure login for remote access. Employees must provide an attestation of home insurance and a declaration of conformity for their home office setup.
- *","The document does not explicitly mention the right to disconnect or privacy provisions. However, it emphasizes the importance of maintaining social connections and avoiding telework during suspension of the employment contract.

Confidence: 85%",T03420004483-51261178100299
34,"**

- Employees with a CDI or CDD of more than 6 months, excluding apprentices, interns, and professional training contracts.
- Based in France and have completed their probationary period.
- Autonomous in their role and not requiring constant supervision.
- Hold a position that can be partially performed remotely without disrupting the team or service.
- Possess a suitable home workspace with high-speed internet and adequate electrical installation.

Source: Article 2

*","**

- Telework is allowed for a minimum of 3 days per week, with a maximum of 2 days per week for flexible telework.
- Days are determined by mutual agreement between the employee and manager.

Source: Article 2.1

*","**

- Voluntary and based on mutual trust.
- Employees must submit a request to their manager and HR department.
- Manager approval is required, considering the team's needs and the employee's autonomy.

Source: Article 1

*","**

- The company provides necessary equipment, such as laptops and software.
- Employees are responsible for their internet connection and any additional equipment.

Source: Article 11

*","**

- The company respects employees' right to disconnect and encourages them to avoid professional communication during rest periods.
- Employees are responsible for managing their work-life balance and avoiding burnout.

Source: Article 8",T02221003253-30139316100049
