,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
10,"(Article 8)
- All employees with more than one year of tenure at SOLIFAP are eligible for telework.
- The work must be feasible to perform outside the employer's premises using information and communication technologies.

### F","(Article 9)
- Telework is limited to a maximum of 15 days per year.
- Employees can telework no more than 5 days per quarter.
- Employees must attend all team meetings and cannot telework on those days.

### A","(Article 10)
- Employees must request telework in writing at least 2 months in advance.
- The request can be accepted or refused based on technical feasibility, organizational needs, job role, and employee autonomy.
- An addendum to the employment contract, valid for two years, must be signed.
- Telework arrangements are reversible by either the employee or the manager.

### C","(Article 11)
- The employer provides a laptop and covers its maintenance costs.
- An allowance is provided for mobile phone usage proportional to the number of telework days.

### P","(Article 1.6 and Article 11)
- Employees have the right to disconnect, meaning they should not respond to calls or emails between 8 PM and 8 AM, on Saturday afternoons, and on Sundays.
- Teleworkers must be reachable during specified hours (9 AM to 12 PM and 2:30 PM to 5:30 PM) but must respect rest periods and work-life balance.
- Accidents occurring during telework are presumed to be work-related.

The document does not mention meal allowance.",ACCOTEXT000038549187
11,"- **Article Reference**: Not explicitly mentioned in the provided text.
- **Summary**: The document does not mention specific criteria for worker eligibility for telework.

### F","- **Article Reference**: II – AMENAGEMENT DES FORMULES DE TELETRAVAIL
- **Summary**:
  - Two telework options are available:
    - ""6 days floating per quarter""
    - ""Weekly formula"" with one fixed day per week
  - Telework can be done in half-day increments under certain conditions.

### A","- **Article Reference**: III – ENVIRONNEMENT DE TELETRAVAIL
- **Summary**:
  - Employees must justify a high-speed internet connection (minimum 8Mbps).
  - Must have a dedicated, safe workspace.
  - Must be covered by a Multirisques Habitation insurance.
  - The telework location can differ from the usual home address but must be declared and justified annually.

### C","- **Article Reference**: Not explicitly mentioned in the provided text.
- **Summary**: The document does not mention coverage of costs associated with telework.

### P","- **Article Reference**: Not explicitly mentioned in the provided text.
- **Summary**: The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000038390489
12,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework based on criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: Article 2, Section B
- **Summary**:
  - The number of telework days is increased from 12 to 24 days annually.
  - Telework is intended to be regular rather than occasional.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, such as whether permission must be obtained or if the manager has discretion over telework allowability.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not provide provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000038240943
13,"(Article 8.5)
- **Eligible Workers**: Employees with a minimum tenure of 6 months.
- **Employment Type**: Both full-time and part-time employees.
- **Job Characteristics**: Roles that can be performed remotely without impacting productivity.

### F","(Article 8.5)
- **Telework Days**: Up to 2 days per week.
- **Office Presence**: Minimum of 3 days per week in the office.

### A","(Article 8.5)
- **Process**: Employees must obtain permission from their manager.
- **Manager's Discretion**: Managers have the discretion to approve or deny telework requests based on job requirements and performance.

### C","(Article 8.5)
- **IT Setup**: The company covers the cost of necessary IT equipment.
- **Meal Allowance**: No meal allowance provided for telework days.

### P","(Article 8.5)
- **Right to Disconnect**: Employees have the right to disconnect outside of working hours.
- **Privacy**: The company ensures the privacy of teleworkers by not monitoring their activities outside of work-related tasks.

If the document does not mention a specific topic listed here, state ""the document does not mention [topic]"".",ACCOTEXT000038347850
14,"- **Article Reference**: The document does not mention eligibility criteria for telework.
- **Summary**: The document does not mention eligibility criteria for telework.

### F","- **Article Reference**: The document does not mention the frequency of telework allowed.
- **Summary**: The document does not mention the frequency of telework allowed.

### A","- **Article Reference**: The document does not mention the process by which telework arrangements are established.
- **Summary**: The document does not mention the process by which telework arrangements are established.

### C","- **Article Reference**: The document does not mention coverage of costs associated with telework.
- **Summary**: The document does not mention coverage of costs associated with telework.

### P","- **Article Reference**: The document does not mention provisions for the right to disconnect and the privacy of the worker.
- **Summary**: The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000046551510
15,"(Article 35)
- **Eligible Workers**: All employees of France Compétences, except those with physical tasks that cannot be dematerialized or organized alternatively.
- **Criteria**: No specific tenure or employment type mentioned.

### F","(Article 36)
- **Allowed Frequency**: Up to 2 days per week.
- **Office Presence**: Specific days of presence at the office are determined by the direction to ensure service continuity.

### A","(Article 38)
- **Establishment Process**: Telework is voluntary and requires formalization in writing.
- **Manager Discretion**: Managers can approve or deny telework requests based on service continuity needs.

### C","(Article 38.1)
- **Covered Costs**: Employer provides necessary equipment (PC, furniture, mobile for connections). Employer covers additional personal insurance premiums.

### P","(Article 40)
- **Right to Disconnect**: Employees must respect a daily rest period of 11 consecutive hours, including a mandatory disconnection period from 21:00 to 07:00.
- **Privacy Provisions**: Employees must ensure a dedicated workspace that respects confidentiality and professional secrecy.

**Note**: The document does not mention meal allowances or specific IT setup costs beyond the provided equipment.",ACCOTEXT000038408457
16,"- **The document does not mention eligibility.**

### F","- **The document does not mention frequency.**

### A","- **The document does not mention arrangements.**

### C","- **The document does not mention costs.**

### P","- **The document does not mention privacy.**

### Reference
- **Article 10**: The direction commits to opening negotiations in the first semester of 2019 to implement a telework system within the company.

The document primarily outlines the commitment to discuss telework arrangements but lacks specific details on eligibility, frequency, arrangements, costs, and privacy.",ACCOTEXT000038470286
17,"- The document does not mention eligibility.

*","- The document does not mention frequency.

*","- The document does not mention arrangements.

*","- The document does not mention costs.

*","- The document does not mention privacy.

The provided document primarily focuses on the extension and revision process of the telework agreement, including its duration and the procedure for requesting revisions. Specific details about eligibility, frequency, arrangements, costs, and privacy related to telework are not covered in the document.",ACCOTEXT000038727212
18,"- **Article Reference**: Préambule
- **Summary**:
  - All employees of ANFH are eligible for telework.
  - Eligibility is based on criteria set in the agreement dated November 14, 2017.
  - Activities and organization of the regional delegation and service must be compatible with telework.

### F","- **Article Reference**: Article 1
- **Summary**:
  - Telework is allowed for one to two days per week.
  - Telework days must be taken as full days.
  - Employees can telework for half a day if they take a half-day leave on their usual telework day.

### A","- **Article Reference**: Article 2
- **Summary**:
  - Telework can be implemented without a formal amendment to the employment contract.
  - Employees must provide specific documents as per Article 4-3.
  - Renewal requests for telework must be submitted using a form provided by HR.
  - Occasional and ad-hoc telework requires express approval from the General Management (Article 4).

### C","- **Article Reference**: The document does not mention costs.

### P","- **Article Reference**: The document does not mention privacy.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy for employees.",ACCOTEXT000038408468
19,"(Article 2.8.a)
- **Eligible Workers**:
  - Employees with a permanent or fixed-term contract longer than 1 year.
  - Must have completed their probation period.
  - Must have a job that ensures data security and confidentiality.
  - Must have sufficient autonomy to work remotely one day per week.
  - Must have a suitable home workspace with proper electrical setup and high-speed internet.
  - Excludes apprentices, interns, and those on professionalization contracts.

### F","(Article 2.8.b)
- **Telework Frequency**:
  - One telework day per week.
  - Additional two flexible telework days per month with managerial approval.
  - Special provisions for two telework days per week for six months post-maternity/paternity leave and during pregnancy.

### A","(Article 2.8.c)
- **Establishing Telework**:
  - Requires agreement from the employee’s manager.
  - Telework is voluntary and cannot be imposed by the manager.
  - Must be formalized through an addendum to the employment contract.

### C","(Article 2.8.d)
- **Cost Coverage**:
  - The document does not mention coverage of costs associated with telework.

### P","(Article 2.9)
- **Right to Disconnect**:
  - Employees have the right to not respond to work communications outside of working hours.
  - No penalties for not responding to emails or calls outside of work hours.
  - Encourages good practices for email usage to avoid stress and information overload.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy for employees.",ACCOTEXT000038408476
20,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: Article 1
- **Summary**:
  - Telework arrangements are part of an experimental phase initially set from September 1, 2018, to February 28, 2019.
  - The experimental phase has been extended to May 31, 2019.
  - Parties will meet before the end of the experimental phase to decide whether to continue, make permanent, or end the telework arrangement.
  - Existing telework agreements will remain effective unless the telework policy is not renewed.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework, such as IT setup or meal allowances.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000038470301
21,"- **Article Reference**: The document does not mention specific criteria for eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: Article 1
- **Summary**:
  - Telework arrangements are part of an experimental phase initially set from September 1, 2018, to February 28, 2019, and extended to May 31, 2019.
  - The continuation of telework arrangements will be reviewed before the end of the experimental phase.
  - Avenants (amendments) to employment contracts for telework remain effective unless the telework agreement is not renewed.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify coverage of costs associated with telework, such as IT setup or meal allowances.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000038470302
22,"(Article I-2-2)
- **Eligible Workers**: 
  - Employees with a permanent contract (CDI).
  - Full-time employees.
  - Minimum tenure of one year at BPCE SA and six months in the current role.
  - Must be able to work autonomously, demonstrated by mastery of professional tools, adherence to procedures, and general job autonomy.
  - Must not have received a compliance violation notice in the past 24 months.

### F","(Article II-1)
- **Telework Frequency**:
  - Maximum of one day per week.
  - Physical presence in the office required for at least four days per week.
  - Telework must be conducted in full-day increments.

### A","(Article IV-2)
- **Establishing Telework Arrangements**:
  - Initiated by employee request.
  - Requires manager's approval based on eligibility criteria and team compatibility.
  - Formalized through an addendum to the employment contract for one year.
  - Includes a two-month adaptation period to assess suitability.

### C","(Article IX)
- **Cost Coverage**:
  - BPCE SA provides a monthly allowance of €20 for internet and electricity costs, upon presentation of relevant bills.
  - Meal costs are not covered.

### P","(Article VIII)
- **Privacy and Right to Disconnect**:
  - Employees have the right to disconnect during legal rest periods.
  - Contact hours are agreed upon to respect personal time.
  - Telework should not alter workload or working hours compared to office work.
  - Emphasis on protecting confidential information and data security.

The document does not mention specific IT setup costs or meal allowances beyond the general cost coverage.",ACCOTEXT000038470307
23,"- **Article Reference**: The document does not mention specific criteria for telework eligibility.
- **Summary**: The document does not specify which workers are eligible for telework based on tenure, employment type, job characteristics, or any other criteria.

### F","- **Article Reference**: Article 4
- **Summary**:
  - Telework is allowed for up to 30 days per calendar year.
  - For the year 2019, the number of telework days is prorated to 28.5 days.
  - Employees are limited to one day of telework per week.
  - The monthly limit on telework days has been removed.

### A","- **Article Reference**: The document does not mention the process for establishing telework arrangements.
- **Summary**: The document does not specify whether permission must be obtained or if the manager has discretion over the allowability of telework.

### C","- **Article Reference**: The document does not mention coverage of costs associated with telework.
- **Summary**: The document does not specify any provisions for covering costs such as IT setup or meal allowances for teleworking employees.

### P","- **Article Reference**: The document does not mention provisions for privacy or the right to disconnect.
- **Summary**: The document does not specify any provisions regarding the right to disconnect or the privacy of the worker while teleworking.",ACCOTEXT000038752743
24,"- **Article Reference**: Champ d’application de l’accord
- **Summary**:
  - All employees with at least 6 months of tenure as of January 1, 2019, are eligible for telework.
  - Applies to all contract types.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**:
  - The document does not specify the number of days per week permitted for telework or minimum requirements for office presence.

### A","- **Article Reference**: I-3 - Durée effective et organisation du temps de travail
- **Summary**:
  - Telework arrangements must be discussed and agreed upon with the employee's manager.
  - Managers have discretion over the approval of telework requests.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not specify coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: II - L'égalité hommes-femmes et la qualité de vie au travail
- **Summary**:
  - The right to disconnect is covered under an agreement signed on February 2, 2018.
  - Ensures employees' privacy and work-life balance.",ACCOTEXT000038805442
25,"- **Article Reference**: I
- **Summary**:
  - Eligible workers include those in the Gestion and Relation à Distance sectors.
  - Applies to all regions for Gestion and specifically to the South-West and South-East regions for Relation à Distance.
  - Telework is available to up to 30% of eligible employees within a managerial unit.
  - Consideration is given to the duration of the commute between home and the usual workplace.

### F","- **Article Reference**: I
- **Summary**:
  - Telework is limited to 2 full days per week outside the company premises.
  - Physical presence at the usual workplace is still required to maintain team cohesion and prevent employee isolation.

### A","- **Article Reference**: II
- **Summary**:
  - Telework is voluntary and requires the employee to request it from their management.
  - Requests for telework must be submitted by March 31, 2019, to start teleworking from May 1, 2019.
  - Telework agreements are formalized through an addendum to the employment contract, valid for 12 months and renewable.

### C","- **Article Reference**: The document does not mention costs.

### P","- **Article Reference**: I, II
- **Summary**:
  - The policy includes a commitment to the right to disconnect.
  - Emphasizes the importance of maintaining a balance between professional and private life.
  - Ensures that telework does not compromise the social connection and team performance.",ACCOTEXT000038470366
26,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: Article 1, Chapter I
- **Summary**:
  - Telework is implemented for each selected employee for a duration of one year from April 1, 2018, to March 31, 2019.
  - The telework period is extended for three additional months, from April 1, 2019, to June 30, 2019, during the negotiation phase for a permanent telework arrangement.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, including whether permission must be obtained or if the manager has discretion over telework allowability.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000038470377
27,"- **Article 2**: 
  - Applies to all administrative employees with a full-time or part-time (at least 80%) indefinite contract.
  - Must have at least 2 years of tenure in the company and 18 months in the current position.
  - Internal mobility waives the 18-month position requirement.
  - Compatibility of job duties with telework is assessed by the manager and HR.
  - Special provisions for employees handling health data, including confidentiality filters and specific training.

### F","- **Article 4-2**:
  - **Badge-holding employees**: Up to 2 days per week, excluding Mondays and Fridays (except in exceptional circumstances).
  - **Part-time employees**: Limited to 1 day per week.
  - **Non-badge-holding employees (C3 and C4 levels)**: 
    - Option 1: Same as badge-holding employees (up to 2 days per week).
    - Option 2: Up to 8 days per month, not exceeding 4 consecutive days.

### A","- **Article 3-4**:
  - Telework arrangements require manager and HR approval.
  - Managers can temporarily suspend telework for organizational reasons.
  - Flexibility in choosing telework days is subject to service needs and manager discretion.

### C","- The document does not mention costs.

### P","- **Article 4-2**:
  - Teleworkers must adhere to specified working hours and cannot engage in personal activities during these times.
  - The company commits to respecting the privacy of teleworkers and will not contact them outside of designated working hours.",ACCOTEXT000038752775
28,"- **Article Reference**: The document does not mention specific article numbers.
- **Summary**:
  - Telework is available to all employees of SPMD, Laboratoires Iprad Santé, and Laboratoires Iprad Pharma.
  - No specific criteria such as tenure, employment type, or job characteristics are mentioned.

### F","- **Article Reference**: The document does not mention specific article numbers.
- **Summary**:
  - The document does not specify the frequency of telework allowed or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: The document does not mention specific article numbers.
- **Summary**:
  - The process for establishing telework arrangements is not detailed.
  - It is implied that telework is a response to employee demand and part of flexible work organization.

### C","- **Article Reference**: The document does not mention specific article numbers.
- **Summary**:
  - The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention specific article numbers.
- **Summary**:
  - The document does not mention provisions for the right to disconnect or the privacy of the worker.

### General Note
- The document primarily focuses on salary negotiations, equality, and other employment conditions, with only a brief mention of telework as part of flexible work organization.",ACCOTEXT000038527806
29,"- **Article Reference**: 4
- **Summary**:
  - Telework is available for employees whose job functions allow it.
  - Final decision on eligibility is at the discretion of each Service Manager and Manager.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**:
  - The document does not specify the frequency of telework allowed.

### A","- **Article Reference**: 4
- **Summary**:
  - Telework arrangements require negotiation and approval.
  - The final decision on telework arrangements is made by the respective Service Manager and Manager.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not specify coverage of costs associated with telework.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000038549218
30,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed.

### A","- **Article Reference**: Article II, ""L’accord relatif au télétravail""
- **Summary**:
  - Telework arrangements are not generalized but considered on a case-by-case basis.
  - Managers have discretion over the allowability of telework.
  - Adjustments to work hours on telework days are allowed within a 30-minute limit.

### C","- **Article Reference**: Article II, ""L’accord relatif au télétravail""
- **Summary**:
  - The company plans to increase telework equipment by 2021.
  - New PC portables will be provided to new teleworkers in 2019.
  - The acquisition of a mallette (work bag) for each teleworker is not guaranteed.

### P","- **Article Reference**: Article II, ""La qualité de vie au travail et le droit à la déconnexion""
- **Summary**:
  - An agreement on the right to disconnect was signed on November 14, 2017.
  - Information on the right to disconnect has been disseminated to employees.
  - A ""no email day"" was organized on November 8, 2018.

### Summary
The document outlines that telework arrangements are discretionary and subject to managerial approval, with specific provisions for equipment and work hour adjustments. However, it does not detail eligibility or frequency. Privacy and the right to disconnect are addressed through existing agreements and informational initiatives.",ACCOTEXT000038408486
31,"(Article not specified)**

- The document does not mention eligibility criteria for telework.

*","(Article not specified)**

- The document does not mention the frequency of telework allowed.

*","(Article not specified)**

- The document does not mention the process by which telework arrangements are established.

*","(Article not specified)**

- The document does not mention the coverage of costs associated with telework.

*","(Article not specified)**

- The document does not mention provisions for the right to disconnect and the privacy of the worker.

**Note:**
- The document primarily focuses on the extension of the telework experimentation period and administrative details related to its implementation and reporting. Specific details about eligibility, frequency, arrangements, costs, and privacy are not provided in the provided text.",ACCOTEXT000038527813
32,"- **Article 1**: The telework policy applies to all employees within the companies that make up the UES XXX.
- **Article 2**: Pregnant employees are specifically mentioned as eligible for additional telework days.

### F","- **Article 2**: 
  - General employees can telework up to two days per month.
  - Pregnant employees can telework an additional two days per month, totaling five days per month during their pregnancy.

### A","- The document does not mention the process by which telework arrangements are established.

### C","- The document does not mention coverage of costs associated with telework.

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000038727271
